chr	start	end	rDHS_accession	cCRE_accession	group
chr19	944878	945222	EH38D3031265	EH38E1930601	dELS,CTCF-bound
chr19	946791	947020	EH38D3031270	EH38E1930605	dELS,CTCF-bound
chr19	947102	947442	EH38D3031271	EH38E1930606	dELS,CTCF-bound
chr19	947500	947727	EH38D3031272	EH38E1930607	dELS,CTCF-bound
chr19	947733	948076	EH38D3031273	EH38E1930608	dELS,CTCF-bound
chr19	948215	948430	EH38D3031274	EH38E1930609	dELS
chr19	949130	949455	EH38D3031276	EH38E1930611	dELS
chr19	951585	951917	EH38D3031280	EH38E1930615	dELS
chr19	952078	952285	EH38D3031281	EH38E1930616	dELS,CTCF-bound
chr19	952572	952914	EH38D3031282	EH38E1930617	dELS,CTCF-bound
chr19	953182	953388	EH38D3031283	EH38E1930618	dELS,CTCF-bound
chr19	953452	953606	EH38D3031284	EH38E1930619	dELS
chr19	953615	953942	EH38D3031285	EH38E1930620	dELS
chr19	953944	954151	EH38D3031286	EH38E1930621	dELS
chr19	954406	954722	EH38D3031287	EH38E1930622	pELS,CTCF-bound
chr19	954889	955201	EH38D3031288	EH38E1930623	pELS,CTCF-bound
chr19	955206	955476	EH38D3031289	EH38E1930624	pELS,CTCF-bound
chr19	955854	956077	EH38D3031290	EH38E1930625	pELS,CTCF-bound
chr19	956171	956388	EH38D3031291	EH38E1930626	pELS
chr19	956444	956782	EH38D3031292	EH38E1930627	PLS
chr19	956801	957023	EH38D3031293	EH38E1930628	pELS
chr19	957176	957518	EH38D3031294	EH38E1930629	pELS
chr19	958975	959191	EH38D3031296	EH38E1930631	dELS
chr19	959594	959918	EH38D3031297	EH38E1930632	dELS
chr19	959992	960266	EH38D3031298	EH38E1930633	dELS,CTCF-bound
chr19	960596	960887	EH38D3031299	EH38E1930634	dELS
chr19	961048	961390	EH38D3031300	EH38E1930635	dELS
chr19	961920	962191	EH38D3031301	EH38E1930636	dELS
chr19	962319	962542	EH38D3031302	EH38E1930637	dELS,CTCF-bound
chr19	963465	963635	EH38D3031304	EH38E1930639	dELS
chr19	963642	963990	EH38D3031305	EH38E1930640	dELS
chr19	970700	971009	EH38D3031315	EH38E1930647	dELS,CTCF-bound
chr19	979401	979718	EH38D3031326	EH38E1930654	dELS
chr19	980148	980460	EH38D3031327	EH38E1930655	dELS
chr19	980527	980876	EH38D3031328	EH38E1930656	dELS,CTCF-bound
chr19	982707	983046	EH38D3031329	EH38E1930657	pELS,CTCF-bound
chr19	983338	983510	EH38D3031330	EH38E1930658	pELS,CTCF-bound
chr19	983562	983746	EH38D3031331	EH38E1930659	pELS,CTCF-bound
chr19	983917	984073	EH38D3031332	EH38E1930660	pELS,CTCF-bound
chr19	984120	984465	EH38D3031333	EH38E1930661	PLS,CTCF-bound
chr19	984554	984901	EH38D3031334	EH38E1930662	pELS,CTCF-bound
chr19	989574	989757	EH38D3031337	EH38E1930665	dELS,CTCF-bound
chr19	991431	991751	EH38D3031343	EH38E1930670	dELS
chr19	991788	991953	EH38D3031344	EH38E1930671	dELS
chr19	993395	993701	EH38D3031347	EH38E1930674	dELS,CTCF-bound
chr19	993881	994173	EH38D3031348	EH38E1930675	dELS,CTCF-bound
chr19	996012	996202	EH38D3031352	EH38E1930679	dELS
chr19	996451	996801	EH38D3031353	EH38E1930680	dELS,CTCF-bound
chr19	1000155	1000357	EH38D3031357	EH38E1930683	PLS,CTCF-bound
chr19	1000725	1000896	EH38D3031358	EH38E1930684	pELS,CTCF-bound
chr19	1001665	1001986	EH38D3031360	EH38E1930686	DNase-H3K4me3,CTCF-bound
chr19	1009152	1009380	EH38D3031362	EH38E1930688	pELS,CTCF-bound
chr19	1009434	1009738	EH38D3031363	EH38E1930689	pELS
chr19	1009787	1009991	EH38D3031364	EH38E1930690	pELS,CTCF-bound
chr19	1015765	1016107	EH38D3031366	EH38E1930692	pELS
chr19	1016594	1016814	EH38D3031367	EH38E1930693	pELS,CTCF-bound
chr19	1016905	1017254	EH38D3031368	EH38E1930694	pELS,CTCF-bound
chr19	1017359	1017706	EH38D3031369	EH38E1930695	PLS,CTCF-bound
chr19	1018518	1018732	EH38D3031370	EH38E1930696	pELS
chr19	1019005	1019195	EH38D3031371	EH38E1930697	pELS
chr19	1020066	1020415	EH38D3031372	EH38E1930698	pELS
chr19	1020670	1020880	EH38D3031373	EH38E1930699	pELS,CTCF-bound
chr19	1021052	1021399	EH38D3031374	EH38E1930700	PLS,CTCF-bound
chr19	1021540	1021890	EH38D3031375	EH38E1930701	PLS,CTCF-bound
chr19	1022039	1022231	EH38D3031376	EH38E1930702	pELS
chr19	1022689	1023038	EH38D3031378	EH38E1930704	pELS
chr19	1025709	1026055	EH38D3031381	EH38E1930707	pELS
chr19	1026226	1026379	EH38D3031382	EH38E1930708	pELS,CTCF-bound
chr19	1026399	1026713	EH38D3031383	EH38E1930709	PLS,CTCF-bound
chr19	1027095	1027338	EH38D3031384	EH38E1930710	pELS,CTCF-bound
chr19	1027354	1027519	EH38D3031385	EH38E1930711	pELS,CTCF-bound
chr19	1027574	1027799	EH38D3031386	EH38E1930712	pELS
chr19	1027825	1028031	EH38D3031387	EH38E1930713	pELS,CTCF-bound
chr19	1028100	1028433	EH38D3031388	EH38E1930714	pELS,CTCF-bound
chr19	1028526	1028875	EH38D3031389	EH38E1930715	dELS,CTCF-bound
chr19	1035896	1036243	EH38D3031395	EH38E1930721	dELS,CTCF-bound
chr19	1037639	1037873	EH38D3031397	EH38E1930723	pELS,CTCF-bound
chr19	1037921	1038128	EH38D3031398	EH38E1930724	pELS,CTCF-bound
chr19	1038172	1038470	EH38D3031399	EH38E1930725	pELS,CTCF-bound
chr19	1038472	1038652	EH38D3031400	EH38E1930726	pELS,CTCF-bound
chr19	1038690	1038930	EH38D3031401	EH38E1930727	pELS,CTCF-bound
chr19	1039033	1039228	EH38D3031402	EH38E1930728	PLS,CTCF-bound
chr19	1039322	1039525	EH38D3031403	EH38E1930729	pELS,CTCF-bound
chr19	1039860	1040208	EH38D3031404	EH38E1930730	PLS,CTCF-bound
chr19	1040538	1040743	EH38D3031406	EH38E1930731	pELS,CTCF-bound
chr19	1040936	1041283	EH38D3031407	EH38E1930732	PLS,CTCF-bound
chr19	1041532	1041705	EH38D3031408	EH38E1930733	pELS,CTCF-bound
chr19	1041792	1042117	EH38D3031409	EH38E1930734	pELS,CTCF-bound
chr19	1042186	1042535	EH38D3031410	EH38E1930735	pELS
chr19	1042687	1042906	EH38D3031411	EH38E1930736	PLS,CTCF-bound
chr19	1042918	1043191	EH38D3031412	EH38E1930737	pELS,CTCF-bound
chr19	1043223	1043488	EH38D3031413	EH38E1930738	pELS
chr19	1044484	1044795	EH38D3031415	EH38E1930740	dELS,CTCF-bound
chr19	1045153	1045501	EH38D3031416	EH38E1930741	dELS
chr19	1046269	1046586	EH38D3031418	EH38E1930742	dELS,CTCF-bound
chr19	1047593	1047888	EH38D3031421	EH38E1930745	dELS
chr19	1050969	1051310	EH38D3031424	EH38E1930746	dELS,CTCF-bound
chr19	1051460	1051671	EH38D3031425	EH38E1930747	dELS,CTCF-bound
chr19	1052006	1052287	EH38D3031426	EH38E1930748	dELS
chr19	1052402	1052706	EH38D3031427	EH38E1930749	dELS
chr19	1057257	1057479	EH38D3031433	EH38E1930753	dELS,CTCF-bound
chr19	1057513	1057665	EH38D3031434	EH38E1930754	dELS,CTCF-bound
chr19	1058145	1058409	EH38D3031436	EH38E1930756	dELS
chr19	1062767	1062968	EH38D3031440	EH38E1930759	dELS,CTCF-bound
chr19	1063023	1063371	EH38D3031441	EH38E1930760	dELS
chr19	1064183	1064351	EH38D3031443	EH38E1930762	pELS,CTCF-bound
chr19	1064496	1064748	EH38D3031444	EH38E1930763	pELS,CTCF-bound
chr19	1064903	1065225	EH38D3031445	EH38E1930764	pELS,CTCF-bound
chr19	1065389	1065588	EH38D3031446	EH38E1930765	pELS,CTCF-bound
chr19	1065622	1065972	EH38D3031447	EH38E1930766	PLS,CTCF-bound
chr19	1066188	1066499	EH38D3031448	EH38E1930767	pELS
chr19	1066924	1067274	EH38D3031449	EH38E1930768	PLS,CTCF-bound
chr19	1067306	1067599	EH38D3031450	EH38E1930769	PLS,CTCF-bound
chr19	1067765	1067927	EH38D3031451	EH38E1930770	pELS,CTCF-bound
chr19	1068035	1068383	EH38D3031452	EH38E1930771	pELS,CTCF-bound
chr19	1068621	1068876	EH38D3031453	EH38E1930772	pELS,CTCF-bound
chr19	1069218	1069566	EH38D3031454	EH38E1930773	pELS,CTCF-bound
chr19	1069599	1069840	EH38D3031455	EH38E1930774	pELS,CTCF-bound
chr19	1070690	1070900	EH38D3031456	EH38E1930775	pELS,CTCF-bound
chr19	1071068	1071232	EH38D3031457	EH38E1930776	PLS
chr19	1071264	1071472	EH38D3031458	EH38E1930777	PLS
chr19	1071496	1071708	EH38D3031459	EH38E1930778	pELS
chr19	1074741	1075089	EH38D3031466	EH38E1930785	dELS,CTCF-bound
chr19	1075102	1075271	EH38D3031467	EH38E1930786	dELS,CTCF-bound
chr19	1075508	1075850	EH38D3031468	EH38E1930787	pELS,CTCF-bound
chr19	1076986	1077336	EH38D3031471	EH38E1930790	pELS,CTCF-bound
chr19	1079735	1080081	EH38D3031476	EH38E1930795	dELS,CTCF-bound
chr19	1081505	1081795	EH38D3031481	EH38E1930800	dELS,CTCF-bound
chr19	1082127	1082476	EH38D3031482	EH38E1930801	dELS
chr19	1082533	1082805	EH38D3031483	EH38E1930802	dELS,CTCF-bound
chr19	1082846	1083064	EH38D3031484	EH38E1930803	dELS
chr19	1086925	1087129	EH38D3031495	EH38E1930814	dELS
chr19	1087422	1087761	EH38D3031496	EH38E1930815	dELS,CTCF-bound
chr19	1087765	1088094	EH38D3031497	EH38E1930816	dELS,CTCF-bound
chr19	1088103	1088316	EH38D3031498	EH38E1930817	dELS,CTCF-bound
chr19	1088477	1088663	EH38D3031499	EH38E1930818	dELS,CTCF-bound
chr19	1088712	1089058	EH38D3031500	EH38E1930819	dELS
chr19	1089966	1090313	EH38D3031502	EH38E1930821	dELS,CTCF-bound
chr19	1094026	1094253	EH38D3031505	EH38E1930824	pELS,CTCF-bound
chr19	1094323	1094538	EH38D3031506	EH38E1930825	pELS,CTCF-bound
chr19	1094832	1095098	EH38D3031507	EH38E1930826	pELS,CTCF-bound
chr19	1095265	1095615	EH38D3031508	EH38E1930827	PLS,CTCF-bound
chr19	1095873	1096113	EH38D3031509	EH38E1930828	pELS,CTCF-bound
chr19	1097861	1098184	EH38D3031510	EH38E1930829	dELS,CTCF-bound
chr19	1098318	1098606	EH38D3031511	EH38E1930830	dELS,CTCF-bound
chr19	1098693	1099007	EH38D3031512	EH38E1930831	dELS,CTCF-bound
chr19	1099516	1099863	EH38D3031513	EH38E1930832	dELS,CTCF-bound
chr19	1099886	1100059	EH38D3031514	EH38E1930833	dELS,CTCF-bound
chr19	1101287	1101625	EH38D3031515	EH38E1930834	dELS
chr19	1101747	1102092	EH38D3031516	EH38E1930835	dELS,CTCF-bound
chr19	1102483	1102828	EH38D3031517	EH38E1930836	pELS,CTCF-bound
chr19	1102839	1103004	EH38D3031518	EH38E1930837	pELS,CTCF-bound
chr19	1103122	1103325	EH38D3031519	EH38E1930838	pELS,CTCF-bound
chr19	1103722	1104072	EH38D3031520	EH38E1930839	PLS,CTCF-bound
chr19	1104418	1104766	EH38D3031521	EH38E1930840	PLS,CTCF-bound
chr19	1104819	1105146	EH38D3031522	EH38E1930841	pELS,CTCF-bound
chr19	1105334	1105510	EH38D3031523	EH38E1930842	pELS,CTCF-bound
chr19	1106087	1106286	EH38D3031525	EH38E1930844	pELS,CTCF-bound
chr19	1106450	1106761	EH38D3031526	EH38E1930845	pELS
chr19	1106922	1107237	EH38D3031527	EH38E1930846	dELS,CTCF-bound
chr19	1107586	1107787	EH38D3031528	EH38E1930847	dELS,CTCF-bound
chr19	1110844	1111067	EH38D3031534	EH38E1930853	dELS,CTCF-bound
chr19	1111123	1111372	EH38D3031535	EH38E1930854	dELS,CTCF-bound
chr19	1112189	1112538	EH38D3031536	EH38E1930855	dELS,CTCF-bound
chr19	1112891	1113087	EH38D3031537	EH38E1930856	dELS,CTCF-bound
chr19	1113361	1113709	EH38D3031538	EH38E1930857	dELS,CTCF-bound
chr19	1113822	1113986	EH38D3031539	EH38E1930858	dELS,CTCF-bound
chr19	1114043	1114387	EH38D3031540	EH38E1930859	dELS,CTCF-bound
chr19	1123043	1123389	EH38D3031545	EH38E1930863	dELS,CTCF-bound
chr19	1126077	1126422	EH38D3031549	EH38E1930866	dELS
chr19	1128108	1128457	EH38D3031551	EH38E1930868	dELS
chr19	1130736	1131079	EH38D3031552	EH38E1930869	pELS
chr19	1131090	1131409	EH38D3031553	EH38E1930870	pELS,CTCF-bound
chr19	1131612	1131767	EH38D3031554	EH38E1930871	pELS,CTCF-bound
chr19	1131778	1132078	EH38D3031555	EH38E1930872	pELS,CTCF-bound
chr19	1132170	1132518	EH38D3031556	EH38E1930873	PLS,CTCF-bound
chr19	1132538	1132702	EH38D3031557	EH38E1930874	pELS,CTCF-bound
chr19	1132773	1133109	EH38D3031558	EH38E1930875	pELS,CTCF-bound
chr19	1133154	1133313	EH38D3031559	EH38E1930876	pELS,CTCF-bound
chr19	1133532	1133880	EH38D3031560	EH38E1930877	pELS,CTCF-bound
chr19	1146266	1146587	EH38D3031567	EH38E1930882	dELS
chr19	1151999	1152152	EH38D3031572	EH38E1930887	dELS
chr19	1152206	1152508	EH38D3031573	EH38E1930888	dELS,CTCF-bound
chr19	1155044	1155372	EH38D3031575	EH38E1930890	dELS,CTCF-bound
chr19	1155470	1155707	EH38D3031576	EH38E1930891	dELS,CTCF-bound
chr19	1155829	1155994	EH38D3031577	EH38E1930892	dELS
chr19	1156375	1156584	EH38D3031578	EH38E1930893	dELS
chr19	1161711	1162060	EH38D3031582	EH38E1930896	dELS
chr19	1165317	1165540	EH38D3031589	EH38E1930902	dELS,CTCF-bound
chr19	1166825	1167171	EH38D3031591	EH38E1930904	dELS
chr19	1167718	1167907	EH38D3031593	EH38E1930906	dELS,CTCF-bound
chr19	1167947	1168219	EH38D3031594	EH38E1930907	dELS,CTCF-bound
chr19	1168990	1169332	EH38D3031596	EH38E1930909	dELS,CTCF-bound
chr19	1169613	1169787	EH38D3031597	EH38E1930910	dELS,CTCF-bound
chr19	1169883	1170232	EH38D3031598	EH38E1930911	dELS
chr19	1170450	1170699	EH38D3031599	EH38E1930912	dELS
chr19	1171107	1171407	EH38D3031600	EH38E1930913	dELS
chr19	1171519	1171684	EH38D3031601	EH38E1930914	dELS,CTCF-bound
chr19	1171904	1172237	EH38D3031602	EH38E1930915	dELS
chr19	1172564	1172908	EH38D3031603	EH38E1930916	pELS,CTCF-bound
chr19	1172985	1173204	EH38D3031604	EH38E1930917	pELS,CTCF-bound
chr19	1173216	1173367	EH38D3031605	EH38E1930918	pELS,CTCF-bound
chr19	1173387	1173629	EH38D3031606	EH38E1930919	pELS,CTCF-bound
chr19	1173638	1173888	EH38D3031607	EH38E1930920	pELS
chr19	1174133	1174483	EH38D3031608	EH38E1930921	PLS,CTCF-bound
chr19	1175014	1175329	EH38D3031609	EH38E1930922	pELS
chr19	1175334	1175676	EH38D3031610	EH38E1930923	pELS
chr19	1176004	1176236	EH38D3031611	EH38E1930924	pELS
chr19	1176902	1177249	EH38D3031613	EH38E1930925	dELS
chr19	1177299	1177644	EH38D3031614	EH38E1930926	dELS,CTCF-bound
chr19	1177720	1178059	EH38D3031615	EH38E1930927	dELS,CTCF-bound
chr19	1180498	1180847	EH38D3031618	EH38E1930929	dELS,CTCF-bound
chr19	1181636	1181986	EH38D3031619	EH38E1930930	dELS,CTCF-bound
chr19	1182816	1183041	EH38D3031621	EH38E1930932	dELS
chr19	1183290	1183635	EH38D3031622	EH38E1930933	dELS,CTCF-bound
chr19	1183932	1184169	EH38D3031623	EH38E1930934	dELS
chr19	1184512	1184719	EH38D3031624	EH38E1930935	dELS
chr19	1185684	1185965	EH38D3031625	EH38E1930936	dELS,CTCF-bound
chr19	1186387	1186594	EH38D3031626	EH38E1930937	dELS,CTCF-bound
chr19	1189553	1189754	EH38D3031628	EH38E1930939	dELS,CTCF-bound
chr19	1194467	1194810	EH38D3031632	EH38E1930942	dELS,CTCF-bound
chr19	1203453	1203795	EH38D3031634	EH38E1930943	pELS
chr19	1204482	1204829	EH38D3031635	EH38E1930944	pELS
chr19	1205036	1205253	EH38D3031636	EH38E1930945	pELS
chr19	1205504	1205854	EH38D3031637	EH38E1930946	PLS,CTCF-bound
chr19	1206233	1206422	EH38D3031638	EH38E1930947	PLS,CTCF-bound
chr19	1206426	1206722	EH38D3031639	EH38E1930948	PLS,CTCF-bound
chr19	1206760	1206962	EH38D3031640	EH38E1930949	pELS,CTCF-bound
chr19	1207096	1207443	EH38D3031641	EH38E1930950	pELS,CTCF-bound
chr19	1207560	1207879	EH38D3031642	EH38E1930951	pELS,CTCF-bound
chr19	1207890	1208240	EH38D3031643	EH38E1930952	pELS,CTCF-bound
chr19	1208864	1209210	EH38D3031645	EH38E1930954	dELS
chr19	1211622	1211971	EH38D3031649	EH38E1930958	dELS,CTCF-bound
chr19	1213959	1214309	EH38D3031653	EH38E1930960	dELS,CTCF-bound
chr19	1214841	1215057	EH38D3031655	EH38E1930962	dELS,CTCF-bound
chr19	1215143	1215440	EH38D3031656	EH38E1930963	dELS,CTCF-bound
chr19	1215461	1215701	EH38D3031657	EH38E1930964	dELS
chr19	1216168	1216503	EH38D3031658	EH38E1930965	dELS
chr19	1217432	1217676	EH38D3031660	EH38E1930967	dELS,CTCF-bound
chr19	1217735	1217954	EH38D3031661	EH38E1930968	dELS,CTCF-bound
chr19	1218141	1218316	EH38D3031662	EH38E1930969	dELS,CTCF-bound
chr19	1220407	1220669	EH38D3031666	EH38E1930972	dELS,CTCF-bound
chr19	1220732	1220934	EH38D3031667	EH38E1930973	dELS,CTCF-bound
chr19	1221053	1221240	EH38D3031668	EH38E1930974	dELS,CTCF-bound
chr19	1221603	1221794	EH38D3031669	EH38E1930975	dELS,CTCF-bound
chr19	1222633	1222877	EH38D3031670	EH38E1930976	dELS,CTCF-bound
chr19	1223106	1223354	EH38D3031671	EH38E1930977	dELS,CTCF-bound
chr19	1226547	1226897	EH38D3031675	EH38E1930980	dELS,CTCF-bound
chr19	1227068	1227279	EH38D3031676	EH38E1930981	dELS
chr19	1227631	1227943	EH38D3031677	EH38E1930982	dELS,CTCF-bound
chr19	1230776	1230977	EH38D3031680	EH38E1930985	dELS,CTCF-bound
chr19	1231831	1232044	EH38D3031681	EH38E1930986	dELS,CTCF-bound
chr19	1232101	1232402	EH38D3031682	EH38E1930987	dELS
chr19	1232411	1232617	EH38D3031683	EH38E1930988	dELS
chr19	1232672	1233020	EH38D3031684	EH38E1930989	dELS,CTCF-bound
chr19	1236110	1236446	EH38D3031690	EH38E1930993	pELS,CTCF-bound
chr19	1236604	1236805	EH38D3031691	EH38E1930994	pELS
chr19	1237237	1237475	EH38D3031692	EH38E1930995	pELS,CTCF-bound
chr19	1237475	1237659	EH38D3031693	EH38E1930996	pELS,CTCF-bound
chr19	1237884	1238206	EH38D3031694	EH38E1930997	PLS,CTCF-bound
chr19	1238328	1238570	EH38D3031695	EH38E1930998	pELS,CTCF-bound
chr19	1238658	1238825	EH38D3031696	EH38E1930999	pELS,CTCF-bound
chr19	1238847	1239028	EH38D3031697	EH38E1931000	pELS,CTCF-bound
chr19	1239490	1239712	EH38D3031699	EH38E1931002	pELS,CTCF-bound
chr19	1239747	1240047	EH38D3031700	EH38E1931003	pELS,CTCF-bound
chr19	1240177	1240527	EH38D3031701	EH38E1931004	pELS,CTCF-bound
chr19	1241033	1241217	EH38D3031702	EH38E1931005	pELS,CTCF-bound
chr19	1241561	1241905	EH38D3031704	EH38E1931006	PLS,CTCF-bound
chr19	1242039	1242256	EH38D3031705	EH38E1931007	pELS,CTCF-bound
chr19	1242332	1242624	EH38D3031706	EH38E1931008	pELS,CTCF-bound
chr19	1244001	1244198	EH38D3031709	EH38E1931010	dELS,CTCF-bound
chr19	1244410	1244759	EH38D3031710	EH38E1931011	dELS,CTCF-bound
chr19	1244860	1245203	EH38D3031711	EH38E1931012	dELS,CTCF-bound
chr19	1245352	1245540	EH38D3031712	EH38E1931013	dELS,CTCF-bound
chr19	1245542	1245774	EH38D3031713	EH38E1931014	dELS,CTCF-bound
chr19	1245809	1246159	EH38D3031714	EH38E1931015	dELS,CTCF-bound
chr19	1246624	1246791	EH38D3031715	EH38E1931016	pELS,CTCF-bound
chr19	1246830	1246993	EH38D3031716	EH38E1931017	pELS
chr19	1247447	1247776	EH38D3031717	EH38E1931018	pELS
chr19	1247788	1247971	EH38D3031718	EH38E1931019	pELS,CTCF-bound
chr19	1248016	1248366	EH38D3031719	EH38E1931020	pELS,CTCF-bound
chr19	1248476	1248692	EH38D3031720	EH38E1931021	PLS,CTCF-bound
chr19	1248732	1248897	EH38D3031721	EH38E1931022	pELS,CTCF-bound
chr19	1249026	1249376	EH38D3031722	EH38E1931023	pELS,CTCF-bound
chr19	1249568	1249918	EH38D3031723	EH38E1931024	PLS,CTCF-bound
chr19	1250035	1250204	EH38D3031724	EH38E1931025	pELS,CTCF-bound
chr19	1250307	1250462	EH38D3031725	EH38E1931026	pELS,CTCF-bound
chr19	1250566	1250785	EH38D3031726	EH38E1931027	pELS,CTCF-bound
chr19	1250874	1251175	EH38D3031727	EH38E1931028	pELS,CTCF-bound
chr19	1251378	1251715	EH38D3031728	EH38E1931029	pELS,CTCF-bound
chr19	1251750	1251951	EH38D3031729	EH38E1931030	pELS,CTCF-bound
chr19	1252030	1252182	EH38D3031730	EH38E1931031	dELS,CTCF-bound
chr19	1252423	1252771	EH38D3031731	EH38E1931032	dELS,CTCF-bound
chr19	1253044	1253392	EH38D3031732	EH38E1931033	dELS,CTCF-bound
chr19	1253449	1253732	EH38D3031733	EH38E1931034	dELS,CTCF-bound
chr19	1253782	1254043	EH38D3031734	EH38E1931035	dELS,CTCF-bound
chr19	1254061	1254362	EH38D3031735	EH38E1931036	dELS,CTCF-bound
chr19	1254377	1254687	EH38D3031736	EH38E1931037	dELS
chr19	1254691	1255038	EH38D3031737	EH38E1931038	dELS
chr19	1255200	1255478	EH38D3031738	EH38E1931039	dELS
chr19	1255758	1256100	EH38D3031739	EH38E1931040	dELS
chr19	1256527	1256731	EH38D3031740	EH38E1931041	dELS
chr19	1257104	1257303	EH38D3031742	EH38E1931043	dELS,CTCF-bound
chr19	1257453	1257730	EH38D3031743	EH38E1931044	pELS
chr19	1257941	1258206	EH38D3031744	EH38E1931045	pELS,CTCF-bound
chr19	1258323	1258529	EH38D3031745	EH38E1931046	pELS,CTCF-bound
chr19	1258546	1258758	EH38D3031746	EH38E1931047	pELS
chr19	1258839	1259021	EH38D3031747	EH38E1931048	pELS,CTCF-bound
chr19	1259054	1259219	EH38D3031748	EH38E1931049	pELS,CTCF-bound
chr19	1259275	1259430	EH38D3031749	EH38E1931050	PLS,CTCF-bound
chr19	1259507	1259825	EH38D3031750	EH38E1931051	pELS,CTCF-bound
chr19	1259838	1260038	EH38D3031751	EH38E1931052	pELS,CTCF-bound
chr19	1260228	1260574	EH38D3031752	EH38E1931053	pELS,CTCF-bound
chr19	1260808	1261151	EH38D3031753	EH38E1931054	pELS,CTCF-bound
chr19	1261410	1261635	EH38D3031754	EH38E1931055	dELS,CTCF-bound
chr19	1261717	1261928	EH38D3031755	EH38E1931056	dELS,CTCF-bound
chr19	1261971	1262239	EH38D3031756	EH38E1931057	dELS,CTCF-bound
chr19	1262452	1262800	EH38D3031757	EH38E1931058	dELS,CTCF-bound
chr19	1262864	1263127	EH38D3031758	EH38E1931059	dELS
chr19	1263243	1263589	EH38D3031759	EH38E1931060	dELS,CTCF-bound
chr19	1264377	1264715	EH38D3031760	EH38E1931061	dELS
chr19	1264792	1265016	EH38D3031761	EH38E1931062	pELS,CTCF-bound
chr19	1265020	1265241	EH38D3031762	EH38E1931063	pELS,CTCF-bound
chr19	1265434	1265725	EH38D3031763	EH38E1931064	pELS,CTCF-bound
chr19	1265755	1266101	EH38D3031764	EH38E1931065	pELS,CTCF-bound
chr19	1266193	1266418	EH38D3031765	EH38E1931066	pELS,CTCF-bound
chr19	1266429	1266772	EH38D3031766	EH38E1931067	PLS,CTCF-bound
chr19	1266912	1267202	EH38D3031767	EH38E1931068	PLS,CTCF-bound
chr19	1267367	1267589	EH38D3031768	EH38E1931069	pELS,CTCF-bound
chr19	1267636	1267854	EH38D3031769	EH38E1931070	pELS,CTCF-bound
chr19	1267879	1268189	EH38D3031770	EH38E1931071	pELS,CTCF-bound
chr19	1268224	1268452	EH38D3031771	EH38E1931072	pELS,CTCF-bound
chr19	1268468	1268675	EH38D3031772	EH38E1931073	pELS,CTCF-bound
chr19	1269029	1269379	EH38D3031773	EH38E1931074	PLS,CTCF-bound
chr19	1269544	1269889	EH38D3031774	EH38E1931075	pELS,CTCF-bound
chr19	1269973	1270234	EH38D3031775	EH38E1931076	PLS,CTCF-bound
chr19	1270277	1270457	EH38D3031776	EH38E1931077	PLS,CTCF-bound
chr19	1270630	1270830	EH38D3031777	EH38E1931078	pELS
chr19	1271073	1271312	EH38D3031778	EH38E1931079	pELS
chr19	1271454	1271630	EH38D3031779	EH38E1931080	pELS,CTCF-bound
chr19	1271906	1272248	EH38D3031781	EH38E1931081	pELS
chr19	1272317	1272589	EH38D3031782	EH38E1931082	dELS
chr19	1272785	1273047	EH38D3031783	EH38E1931083	dELS,CTCF-bound
chr19	1273185	1273511	EH38D3031784	EH38E1931084	dELS
chr19	1273528	1273833	EH38D3031785	EH38E1931085	pELS
chr19	1273860	1274054	EH38D3031786	EH38E1931086	pELS
chr19	1274087	1274406	EH38D3031787	EH38E1931087	pELS,CTCF-bound
chr19	1274568	1274738	EH38D3031788	EH38E1931088	pELS
chr19	1274815	1274966	EH38D3031789	EH38E1931089	pELS,CTCF-bound
chr19	1274977	1275178	EH38D3031790	EH38E1931090	pELS,CTCF-bound
chr19	1275353	1275667	EH38D3031791	EH38E1931091	PLS,CTCF-bound
chr19	1275703	1276053	EH38D3031792	EH38E1931092	PLS,CTCF-bound
chr19	1276056	1276233	EH38D3031793	EH38E1931093	PLS,CTCF-bound
chr19	1276577	1276920	EH38D3031794	EH38E1931094	pELS,CTCF-bound
chr19	1279740	1280048	EH38D3031800	EH38E1931099	dELS,CTCF-bound
chr19	1280067	1280220	EH38D3031801	EH38E1931100	dELS,CTCF-bound
chr19	1280474	1280773	EH38D3031802	EH38E1931101	dELS
chr19	1280950	1281276	EH38D3031803	EH38E1931102	dELS
chr19	1282991	1283233	EH38D3031807	EH38E1931103	dELS
chr19	1283288	1283482	EH38D3031808	EH38E1931104	dELS,CTCF-bound
chr19	1283548	1283873	EH38D3031809	EH38E1931105	dELS
chr19	1284361	1284644	EH38D3031810	EH38E1931106	pELS,CTCF-bound
chr19	1284647	1284937	EH38D3031811	EH38E1931107	pELS,CTCF-bound
chr19	1285195	1285396	EH38D3031812	EH38E1931108	pELS,CTCF-bound
chr19	1285413	1285621	EH38D3031813	EH38E1931109	pELS,CTCF-bound
